tenure_weeks,total_orders,total_skips,order_completion_rate,avg_order_value,avg_recipe_rating,lifetime_recipes_rated,lifetime_recipes_received,rating_engagement_rate,menu_customisation_rate,early_avg_rating,late_avg_rating,rating_trend,early_order_freq,late_order_freq,frequency_trend,initial_discount_pct,weekly_price_gbp,discount_dependency_rate,avg_discount_pct,total_tickets,delivery_complaints,avg_resolution_days,tickets_per_tenure_month,household_size,meals_per_week,acquisition_channel_Influencer,acquisition_channel_Organic search,acquisition_channel_Paid social,acquisition_channel_Referral,acquisition_channel_TV/brand,age_band_25-34,age_band_35-44,age_band_45-54,age_band_55+,region_Midlands,region_North,region_Scotland,region_South East,region_Wales,dietary_preference_Family-friendly,dietary_preference_Pescatarian,dietary_preference_Vegan,dietary_preference_Veggie,plan_type_2-person,plan_type_3-person,plan_type_4-person+,churned
132.14285714285714,117.0,17.0,0.8731343283582089,21.592462686567163,3.2320754716981135,187.0,351.0,0.5327635327635327,0.0,3.0,3.266666666666667,0.26666666666666705,1.0,0.75,-0.25,14,25.03,0.0,0.0,1.0,0.0,3.0,0.03197478991596639,2,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
5.714285714285714,4.0,3.0,0.5714285714285714,29.975714285714282,3.0749999999999997,15.0,32.0,0.46875,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,27,71.98,0.0,0.0,2.0,2.0,1.5,0.05321678321678321,3,8,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1
19.285714285714285,9.0,11.0,0.45,14.293000000000001,2.6375,19.0,45.0,0.4222222222222222,0.0,2.95,2.1,-0.8500000000000001,0.5,0.25,-0.25,63,39.65,0.0,0.0,0.0,0.0,0.0,0.0,2,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1
5.857142857142857,7.0,0.0,1.0,71.66428571428571,3.7285714285714286,30.0,56.0,0.5357142857142857,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,33,94.04,0.0,0.0,1.0,0.0,1.0,0.4476470588235294,2,8,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0
0.14285714285714285,1.0,0.0,1.0,23.12,2.5,3.0,7.0,0.42857142857142855,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,40,39.21,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
4.0,3.0,2.0,0.6,8.174,3.4,10.0,21.0,0.47619047619047616,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,66,39.92,0.0,0.0,2.0,1.0,2.0,1.1707692307692308,2,7,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1
50.0,28.0,22.0,0.56,30.9122,3.008,81.0,196.0,0.413265306122449,0.0,2.75,2.5,-0.25,0.5,0.5,0.0,42,62.03,0.0,0.0,2.0,0.0,2.0,0.07317307692307692,2,7,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,1
142.42857142857142,134.0,10.0,0.9305555555555556,52.79145833333334,3.787313432835821,337.0,536.0,0.628731343283582,0.0,3.1666666666666665,3.85,0.6833333333333336,0.75,1.0,0.25,24,57.46,0.0,0.0,2.0,1.0,3.0,0.059453124999999996,4,4,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
7.142857142857143,7.0,1.0,0.875,60.78875,2.96,17.0,49.0,0.3469387755102041,0.0,3.175,2.1,-1.0749999999999997,1.0,0.75,-0.25,38,94.07,0.0,0.0,1.0,1.0,0.0,0.2221897810218978,4,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
6.0,4.0,3.0,0.5714285714285714,21.67571428571429,3.033333333333333,8.0,20.0,0.4,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,33,44.2,0.0,0.0,1.0,0.0,5.0,0.06617391304347826,3,5,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,1
0.0,0.0,1.0,0.0,0.0,3.106382978723404,0.0,0.0,0.0,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,6,31.92,0.0,0.0,1.0,0.0,4.0,0.03767326732673267,2,4,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
133.85714285714286,121.0,14.0,0.8962962962962963,62.005407407407404,3.641322314049587,583.0,968.0,0.6022727272727273,0.0,3.8666666666666667,3.65,-0.21666666666666679,0.75,1.0,0.25,37,70.03,0.0,0.0,1.0,0.0,1.0,0.03157676348547718,2,8,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0
52.857142857142854,42.0,12.0,0.7777777777777778,25.262962962962963,2.944736842105263,62.0,126.0,0.49206349206349204,0.0,3.55,2.7750000000000004,-0.7749999999999995,1.0,1.0,0.0,59,36.12,0.0,0.0,1.0,0.0,6.0,0.0766750629722922,3,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0
6.142857142857143,3.0,4.0,0.42857142857142855,8.621428571428572,2.75,4.0,12.0,0.3333333333333333,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,55,36.13,0.0,0.0,2.0,0.0,5.0,0.07415347137637028,1,4,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1
61.42857142857143,58.0,5.0,0.9206349206349206,31.118412698412698,3.2666666666666666,125.0,232.0,0.5387931034482759,0.0,2.9749999999999996,3.425,0.4500000000000002,1.0,1.0,0.0,47,35.71,0.0,0.0,0.0,0.0,0.0,0.0,2,4,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0
0.7142857142857143,1.0,1.0,0.5,15.465,3.106382978723404,0.0,7.0,0.0,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,46,56.75,0.0,0.0,1.0,0.0,4.0,0.1553061224489796,4,7,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,1
7.142857142857143,4.0,4.0,0.5,34.9875,3.05,8.0,24.0,0.3333333333333333,0.0,3.133333333333333,2.8,-0.33333333333333304,0.75,0.25,-0.5,28,87.56,0.0,0.0,0.0,0.0,0.0,0.0,4,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1
8.714285714285714,5.0,5.0,0.5,10.431999999999999,2.94,11.0,20.0,0.55,0.0,3.0666666666666664,3.0999999999999996,-0.22499999999999987,0.75,0.0,-0.75,55,31.31,0.0,0.0,1.0,0.0,4.0,0.02910133843212237,2,4,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1
36.142857142857146,29.0,8.0,0.7837837837837838,47.08324324324324,2.8560000000000003,60.0,174.0,0.3448275862068966,0.0,2.975,2.7,-0.2749999999999999,1.0,0.75,-0.25,42,69.0,0.0,0.0,1.0,0.0,6.0,0.05312390924956371,1,6,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,1
26.714285714285715,20.0,7.0,0.7407407407407407,62.61333333333333,3.21,89.0,200.0,0.445,0.0,3.0,3.0,0.0,1.0,0.5,-0.5,32,88.66,0.0,0.0,2.0,0.0,2.0,0.0537809187279152,3,10+,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
67.71428571428571,65.0,4.0,0.9420289855072463,48.57072463768116,3.65625,251.0,390.0,0.6435897435897436,0.0,3.866666666666667,4.0,0.13333333333333286,0.75,1.0,0.25,22,52.68,0.0,0.0,1.0,1.0,3.0,0.060758483033932144,2,6,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
9.0,4.0,6.0,0.4,16.163,3.0666666666666664,10.0,32.0,0.3125,0.0,2.6,3.3,0.6999999999999997,0.25,0.25,0.0,68,83.44,0.0,0.0,2.0,0.0,9.0,0.07433455433455434,3,8,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
4.285714285714286,3.0,2.0,0.6,20.04,3.266666666666667,3.0,9.0,0.3333333333333333,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,16,40.43,0.0,0.0,2.0,1.0,2.0,0.08926686217008799,5+,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1
5.142857142857143,3.0,3.0,0.5,22.55666666666667,3.5666666666666664,15.0,21.0,0.7142857142857143,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,23,58.01,0.0,0.0,0.0,0.0,0.0,0.0,2,7,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
114.42857142857143,107.0,9.0,0.9224137931034483,39.710344827586205,3.201923076923077,218.0,428.0,0.5093457943925234,0.0,3.4250000000000003,2.9749999999999996,-0.4500000000000006,1.0,1.0,0.0,6,46.38,0.0,0.0,3.0,2.0,1.3333333333333333,0.11028985507246378,2,4,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0
6.571428571428571,7.0,1.0,0.875,31.87375,3.4857142857142853,17.0,28.0,0.6071428571428571,0.0,3.6500000000000004,3.266666666666666,-0.3833333333333342,1.0,0.75,-0.25,28,44.15,0.0,0.0,0.0,0.0,0.0,0.0,2,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
10.714285714285714,11.0,1.0,0.9166666666666666,29.800833333333333,3.6727272727272724,19.0,33.0,0.5757575757575758,0.0,3.3666666666666667,3.5500000000000003,0.18333333333333357,0.75,1.0,0.25,28,34.31,0.0,0.0,2.0,0.0,4.0,0.5968627450980393,4,3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
12.285714285714286,12.0,1.0,0.9230769230769231,26.756923076923076,3.3272727272727276,30.0,72.0,0.4166666666666667,0.0,3.5749999999999997,3.0,-0.5749999999999997,1.0,0.75,-0.25,40,33.32,0.0,0.0,0.0,0.0,0.0,0.0,4,6,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1
4.571428571428571,3.0,2.0,0.6,15.540000000000001,2.2333333333333334,7.0,18.0,0.3888888888888889,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,64,70.63,0.0,0.0,5.0,0.0,6.4,0.1818399044205496,5+,6,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,1
20.714285714285715,12.0,10.0,0.5454545454545454,28.259545454545457,3.3,49.0,72.0,0.6805555555555556,0.0,3.1500000000000004,3.0999999999999996,-0.22499999999999987,1.0,0.0,-1.0,7,52.7,0.0,0.0,0.0,0.0,0.0,0.0,3,6,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
3.7142857142857144,2.0,3.0,0.4,7.484,2.9,3.0,8.0,0.375,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,17,22.02,0.0,0.0,1.0,0.0,2.0,0.0455688622754491,4,4,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1
21.714285714285715,22.0,1.0,0.9565217391304348,29.653478260869566,3.294736842105263,35.0,88.0,0.3977272727272727,0.0,2.9333333333333336,3.35,0.4166666666666665,1.0,1.0,0.0,13,32.05,0.0,0.0,2.0,1.0,2.5,0.3401117318435754,4,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0
1.2857142857142858,1.0,1.0,0.5,23.735,3.2,5.0,5.0,1.0,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,13,54.02,0.0,0.0,0.0,0.0,0.0,0.0,2,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
5.571428571428571,5.0,1.0,0.8333333333333334,32.535,3.12,11.0,25.0,0.44,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,35,60.07,0.0,0.0,1.0,0.0,10.0,0.041190798376184036,3,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1
54.42857142857143,38.0,17.0,0.6909090909090909,29.863454545454545,3.355882352941176,89.0,190.0,0.46842105263157896,0.0,4.275,2.7,-1.5750000000000002,1.0,0.5,-0.5,16,44.5,0.0,0.0,2.0,1.0,2.5,0.0640168243953733,1,5,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,1
79.57142857142857,62.0,19.0,0.7654320987654321,35.87123456790124,2.9935483870967743,315.0,620.0,0.5080645161290323,0.0,3.266666666666667,2.966666666666667,-0.30000000000000027,0.75,0.75,0.0,60,51.65,0.0,0.0,0.0,0.0,0.0,0.0,2,10+,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
35.142857142857146,31.0,6.0,0.8378378378378378,24.258108108108107,3.1199999999999997,84.0,186.0,0.45161290322580644,0.0,2.733333333333333,3.1999999999999997,0.4666666666666668,0.75,0.75,0.0,56,32.52,0.0,0.0,1.0,0.0,5.0,0.11150183150183152,1,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0
103.14285714285714,92.0,13.0,0.8761904761904762,42.07685714285714,3.571739130434783,323.0,552.0,0.5851449275362319,0.0,3.5999999999999996,3.575,-0.024999999999999467,1.0,1.0,0.0,30,49.49,0.0,0.0,3.0,0.0,2.3333333333333335,0.12192256341789053,3,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,0
155.0,139.0,17.0,0.8910256410256411,35.32884615384616,3.2456521739130433,387.0,695.0,0.5568345323741007,0.0,3.275,3.4,0.125,1.0,1.0,0.0,30,40.38,0.0,0.0,1.0,0.0,2.0,0.02737410071942446,2,5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0
31.714285714285715,22.0,11.0,0.6666666666666666,34.99363636363636,2.786363636363636,61.0,132.0,0.4621212121212121,0.0,2.4333333333333336,2.1,-0.3333333333333335,0.75,0.25,-0.5,66,64.24,0.0,0.0,0.0,0.0,0.0,0.0,4,6,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,1
88.0,71.0,18.0,0.797752808988764,41.395730337078646,2.844776119402985,141.0,284.0,0.4964788732394366,0.0,3.0999999999999996,2.9,-0.19999999999999973,0.75,1.0,0.25,58,57.56,0.0,0.0,1.0,0.0,4.0,0.04734059097978227,3,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0
3.7142857142857144,3.0,2.0,0.6,15.468,2.6333333333333333,6.0,15.0,0.4,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,56,58.18,0.0,0.0,0.0,0.0,0.0,0.0,3,5,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1
2.7142857142857144,3.0,1.0,0.75,12.22,3.1999999999999997,8.0,15.0,0.5333333333333333,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,43,28.63,0.0,0.0,1.0,1.0,4.0,0.03102956167176351,3,5,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1
30.285714285714285,22.0,9.0,0.7096774193548387,29.637096774193548,3.0047619047619047,37.0,88.0,0.42045454545454547,0.0,3.125,3.0999999999999996,-0.22499999999999987,1.0,0.0,-1.0,25,44.88,0.0,0.0,0.0,0.0,0.0,0.0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
5.0,6.0,0.0,1.0,63.92666666666667,2.716666666666667,22.0,60.0,0.36666666666666664,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,30,79.02,0.0,0.0,2.0,1.0,2.5,0.1442654028436019,1,10+,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,1
5.571428571428571,3.0,3.0,0.5,7.581666666666667,3.033333333333333,6.0,12.0,0.5,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,67,47.13,0.0,0.0,2.0,1.0,2.5,0.09005917159763313,5+,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1
