customer_id,tenure_weeks,total_orders,total_skips,order_completion_rate,avg_order_value,avg_recipe_rating,lifetime_recipes_rated,lifetime_recipes_received,rating_engagement_rate,menu_customisation_rate,early_avg_rating,late_avg_rating,rating_trend,early_order_freq,late_order_freq,frequency_trend,initial_discount_pct,weekly_price_gbp,discount_dependency_rate,avg_discount_pct,total_tickets,delivery_complaints,avg_resolution_days,tickets_per_tenure_month,household_size,meals_per_week,churned,acquisition_channel_Influencer,acquisition_channel_Organic search,acquisition_channel_Paid social,acquisition_channel_Referral,acquisition_channel_TV/brand,age_band_25-34,age_band_35-44,age_band_45-54,age_band_55+,region_Midlands,region_North,region_Scotland,region_South East,region_Wales,dietary_preference_Family-friendly,dietary_preference_Pescatarian,dietary_preference_Vegan,dietary_preference_Veggie,plan_type_2-person,plan_type_3-person,plan_type_4-person+
FB-00011,7.0,5.0,3.0,0.625,17.64125,2.98,18.0,40.0,0.45,0.0,3.05,2.7,-0.34999999999999964,1.0,0.25,-0.75,34,42.93,0.0,0.0,1.0,1.0,0.0,0.03474885844748859,2,8,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
FB-00012,3.2857142857142856,2.0,2.0,0.5,24.415,4.0,11.0,16.0,0.6875,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,26,65.27,0.0,0.0,1.0,0.0,2.0,0.06933940774487471,1,8,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
FB-00013,134.14285714285714,123.0,13.0,0.9044117647058824,53.1275,3.254621848739496,312.0,615.0,0.5073170731707317,0.0,3.4666666666666663,2.9749999999999996,-0.4916666666666667,0.75,1.0,0.25,19,63.79,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
FB-00014,18.285714285714285,11.0,8.0,0.5789473684210527,37.31,2.5636363636363635,26.0,66.0,0.3939393939393939,0.0,3.0,1.7999999999999998,-1.2000000000000002,0.75,0.5,-0.25,55,79.5,0.0,0.0,1.0,0.0,3.0,0.034590909090909096,5+,6,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FB-00015,15.571428571428571,11.0,5.0,0.6875,10.43875,3.175,15.0,33.0,0.45454545454545453,0.0,3.375,3.0999999999999996,-0.22499999999999987,1.0,0.25,-0.75,16,15.89,0.0,0.0,1.0,0.0,2.0,0.19895424836601308,3,3,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
FB-00016,5.0,3.0,3.0,0.5,15.545,3.3666666666666667,6.0,12.0,0.5,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,30,43.85,0.0,0.0,3.0,1.0,4.0,0.20338530066815144,3,4,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
FB-00017,39.42857142857143,26.0,14.0,0.65,21.16525,3.3105263157894735,33.0,78.0,0.4230769230769231,0.0,3.4000000000000004,2.1,-1.3000000000000003,1.0,0.5,-0.5,30,34.38,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
FB-00018,4.857142857142857,4.0,2.0,0.6666666666666666,11.063333333333333,3.35,10.0,20.0,0.5,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,61,41.9,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
FB-00019,4.285714285714286,5.0,0.0,1.0,46.568,2.52,14.0,35.0,0.4,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,51,96.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FB-00020,9.428571428571429,7.0,3.0,0.7,9.276,2.8333333333333335,4.0,21.0,0.19047619047619047,0.0,3.3,3.0999999999999996,-0.22499999999999987,1.0,0.25,-0.75,27,17.01,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FB-00021,9.571428571428571,11.0,0.0,1.0,51.76727272727273,3.8181818181818183,50.0,77.0,0.6493506493506493,0.0,3.75,3.8,0.04999999999999982,1.0,1.0,0.0,20,56.65,0.0,0.0,1.0,0.0,5.0,0.32382978723404254,2,7,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FB-00022,0.5714285714285714,1.0,0.0,1.0,35.79,2.9,1.0,5.0,0.2,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,12,41.59,0.0,0.0,1.0,1.0,2.0,0.08926686217008799,4,5,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
FB-00023,14.142857142857142,9.0,6.0,0.6,43.82333333333334,3.088888888888889,35.0,81.0,0.43209876543209874,0.0,2.9000000000000004,3.0999999999999996,-0.22499999999999987,1.0,0.0,-1.0,65,104.64,0.0,0.0,1.0,1.0,1.0,0.1627807486631016,2,9,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
FB-00024,1.4285714285714286,0.0,2.0,0.0,0.0,3.106382978723404,0.0,0.0,0.0,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,68,44.74,0.0,0.0,1.0,0.0,5.0,0.03892583120204604,2,4,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
FB-00025,9.571428571428571,8.0,3.0,0.7272727272727273,18.076363636363638,2.6333333333333333,8.0,24.0,0.3333333333333333,0.0,2.8666666666666667,2.3,-0.5666666666666669,1.0,0.25,-0.75,64,34.37,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
FB-00026,2.0,2.0,1.0,0.6666666666666666,8.096666666666666,3.9,2.0,6.0,0.3333333333333333,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,68,38.19,0.0,0.0,2.0,0.0,5.5,0.09557299843014129,2,3,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
FB-00027,0.0,0.0,1.0,0.0,0.0,3.106382978723404,0.0,0.0,0.0,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,59,82.21,0.0,0.0,2.0,1.0,3.0,0.07415347137637028,4,7,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
FB-00028,4.0,2.0,3.0,0.4,8.190000000000001,1.8,1.0,10.0,0.1,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,63,56.31,0.0,0.0,2.0,1.0,3.5,0.12323886639676114,2,5,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
FB-00029,4.0,3.0,2.0,0.6,8.912,3.233333333333333,6.0,12.0,0.5,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,56,34.15,0.0,0.0,3.0,1.0,3.3333333333333335,0.07719357565511413,1,4,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
FB-00030,127.28571428571429,122.0,7.0,0.9457364341085271,80.65798449612403,3.442622950819672,702.0,1220.0,0.5754098360655737,0.0,3.8999999999999995,3.5250000000000004,-0.3749999999999991,1.0,1.0,0.0,21,86.53,0.0,0.0,0.0,0.0,0.0,0.0,4,10+,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
FB-00031,19.857142857142858,15.0,6.0,0.7142857142857143,41.39952380952381,2.9714285714285715,44.0,120.0,0.36666666666666664,0.0,2.975,2.1,-0.875,1.0,0.5,-0.5,39,71.29,0.0,0.0,0.0,0.0,0.0,0.0,3,8,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
FB-00032,49.285714285714285,45.0,6.0,0.8823529411764706,44.85588235294118,3.493333333333333,142.0,270.0,0.5259259259259259,0.0,3.225,3.4749999999999996,0.24999999999999956,1.0,1.0,0.0,21,52.34,0.0,0.0,1.0,1.0,2.0,0.08182795698924732,2,6,0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
FB-00033,25.428571428571427,22.0,5.0,0.8148148148148148,46.69185185185185,3.7045454545454546,92.0,154.0,0.5974025974025974,0.0,3.85,3.95,0.10000000000000009,1.0,0.5,-0.5,28,63.3,0.0,0.0,0.0,0.0,0.0,0.0,2,7,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
FB-00034,25.142857142857142,18.0,8.0,0.6923076923076923,50.33269230769231,2.947058823529412,66.0,180.0,0.36666666666666664,0.0,2.9666666666666663,2.15,-0.8166666666666664,1.0,0.5,-0.5,49,86.65,0.0,0.0,1.0,1.0,2.0,0.027647593097184377,2,10+,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
FB-00035,18.285714285714285,14.0,5.0,0.7368421052631579,57.52684210526316,2.876923076923077,34.0,98.0,0.3469387755102041,0.0,3.275,2.2,-1.0749999999999997,1.0,0.25,-0.75,43,95.75,0.0,0.0,0.0,0.0,0.0,0.0,5+,7,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FB-00036,24.285714285714285,14.0,11.0,0.56,26.826,3.016666666666667,31.0,84.0,0.36904761904761907,0.0,3.15,1.7,-1.45,1.0,0.25,-0.75,31,54.31,0.0,0.0,2.0,0.0,3.5,0.12007889546351085,4,6,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
FB-00037,77.85714285714286,77.0,2.0,0.9746835443037974,79.94050632911393,3.633766233766234,324.0,539.0,0.601113172541744,0.0,3.6500000000000004,3.7,0.04999999999999982,1.0,1.0,0.0,17,83.58,0.0,0.0,2.0,0.0,2.5,0.10643356643356643,3,7,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FB-00038,5.142857142857143,3.0,3.0,0.5,9.271666666666667,2.733333333333333,5.0,9.0,0.5555555555555556,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,53,39.29,0.0,0.0,5.0,1.0,7.4,0.6949771689497717,4,3,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FB-00039,77.85714285714286,74.0,5.0,0.9367088607594937,55.21151898734177,3.487837837837838,307.0,518.0,0.5926640926640927,0.0,3.6,3.025,-0.5750000000000002,1.0,1.0,0.0,19,60.11,0.0,0.0,0.0,0.0,0.0,0.0,2,7,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
FB-00040,73.28571428571429,67.0,8.0,0.8933333333333333,64.59573333333334,3.5402985074626865,350.0,603.0,0.5804311774461028,0.0,3.5749999999999997,3.45,-0.12499999999999956,1.0,0.5,-0.5,11,73.16,0.0,0.0,2.0,0.0,1.5,0.11274074074074074,2,9,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
FB-00041,7.571428571428571,4.0,4.0,0.5,17.1725,3.1500000000000004,6.0,24.0,0.25,0.0,3.1500000000000004,3.0999999999999996,-0.22499999999999987,0.5,0.5,0.0,54,49.12,0.0,0.0,3.0,1.0,4.666666666666667,0.40052631578947373,2,6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
FB-00042,0.14285714285714285,1.0,0.0,1.0,29.49,3.4,3.0,7.0,0.42857142857142855,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,63,76.46,0.0,0.0,1.0,0.0,6.0,0.08526610644257704,2,7,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
FB-00043,32.42857142857143,26.0,7.0,0.7878787878787878,33.25515151515152,3.195238095238095,46.0,104.0,0.4423076923076923,0.0,3.25,3.1500000000000004,-0.09999999999999964,1.0,0.5,-0.5,23,43.92,0.0,0.0,1.0,1.0,2.0,0.04469897209985316,3,4,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
FB-00044,2.2857142857142856,2.0,2.0,0.5,8.809999999999999,3.0,6.0,14.0,0.42857142857142855,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,58,41.68,0.0,0.0,3.0,1.0,7.333333333333333,2.1742857142857144,2,7,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
FB-00045,17.571428571428573,9.0,9.0,0.5,23.003333333333334,2.6875,33.0,72.0,0.4583333333333333,0.0,2.925,3.0999999999999996,-0.22499999999999987,1.0,0.0,-1.0,62,68.21,0.0,0.0,3.0,2.0,4.333333333333333,0.12843881856540085,1,8,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
FB-00046,36.857142857142854,32.0,6.0,0.8421052631578947,48.904736842105265,3.234375,85.0,192.0,0.4427083333333333,0.0,3.0,2.9749999999999996,-0.025000000000000355,0.75,1.0,0.25,46,65.38,0.0,0.0,0.0,0.0,0.0,0.0,2,6,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
FB-00047,168.42857142857142,141.0,29.0,0.8294117647058824,32.299176470588236,2.8520325203252033,191.0,423.0,0.4515366430260047,0.0,2.825,2.8333333333333335,0.008333333333333304,1.0,0.75,-0.25,43,42.09,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
FB-00048,55.285714285714285,40.0,16.0,0.7142857142857143,41.63178571428572,3.363157894736842,93.0,200.0,0.465,0.0,3.425,3.55,0.125,1.0,0.5,-0.5,5,59.03,0.0,0.0,0.0,0.0,0.0,0.0,3,5,1,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
FB-00049,9.285714285714286,2.0,8.0,0.2,2.907,4.0,1.0,10.0,0.1,0.0,4.0,3.0999999999999996,-0.22499999999999987,0.25,0.0,-0.25,65,41.69,0.0,0.0,0.0,0.0,0.0,0.0,3,5,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
FB-00050,133.85714285714286,118.0,17.0,0.8740740740740741,108.84785185185184,3.3338983050847455,649.0,1180.0,0.55,0.0,3.4250000000000003,3.2249999999999996,-0.20000000000000062,1.0,1.0,0.0,48,127.82,0.0,0.0,1.0,0.0,1.0,0.03157676348547718,4,10+,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
FB-00051,49.714285714285715,32.0,19.0,0.6274509803921569,23.177450980392155,2.8041666666666667,46.0,128.0,0.359375,0.0,3.35,3.0999999999999996,-0.22499999999999987,1.0,0.0,-1.0,66,42.91,0.0,0.0,2.0,0.0,6.5,0.06957714285714287,4,4,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
FB-00052,6.142857142857143,2.0,5.0,0.2857142857142857,12.124285714285715,3.45,5.0,10.0,0.5,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,23,56.29,0.0,0.0,0.0,0.0,0.0,0.0,2,5,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
FB-00053,97.14285714285714,89.0,10.0,0.898989898989899,47.685959595959595,3.402272727272727,251.0,445.0,0.5640449438202247,0.0,3.225,3.5,0.2749999999999999,1.0,0.75,-0.25,29,53.75,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
FB-00054,7.285714285714286,6.0,2.0,0.75,44.44,3.325,8.0,30.0,0.26666666666666666,0.0,3.325,3.0999999999999996,-0.22499999999999987,1.0,0.5,-0.5,24,71.23,0.0,0.0,0.0,0.0,0.0,0.0,1,5,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
FB-00055,79.57142857142857,73.0,8.0,0.9012345679012346,60.02074074074074,3.554929577464789,208.0,365.0,0.5698630136986301,0.0,3.8749999999999996,3.6500000000000004,-0.2249999999999992,1.0,1.0,0.0,24,67.59,0.0,0.0,0.0,0.0,0.0,0.0,3,5,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
FB-00056,13.142857142857142,10.0,4.0,0.7142857142857143,41.712857142857146,2.977777777777778,20.0,70.0,0.2857142857142857,0.0,2.9333333333333336,3.35,0.4166666666666665,0.75,0.5,-0.25,40,74.04,0.0,0.0,0.0,0.0,0.0,0.0,5+,7,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
FB-00057,7.142857142857143,3.0,5.0,0.375,9.838750000000001,3.266666666666667,6.0,12.0,0.5,0.0,3.266666666666667,3.0999999999999996,-0.22499999999999987,0.75,0.0,-0.75,23,34.18,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
FB-00058,11.285714285714286,9.0,3.0,0.75,27.083333333333332,3.34,8.0,27.0,0.2962962962962963,0.0,3.533333333333333,2.4,-1.1333333333333333,0.75,0.5,-0.25,34,43.49,0.0,0.0,3.0,0.0,2.0,0.1602105263157895,3,3,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
FB-00059,6.0,2.0,4.0,0.3333333333333333,22.403333333333336,3.0999999999999996,7.0,12.0,0.5833333333333334,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,20,86.31,0.0,0.0,1.0,0.0,8.0,0.03721271393643032,2,6,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
FB-00060,8.0,5.0,4.0,0.5555555555555556,25.525555555555556,3.3,10.0,25.0,0.4,0.0,3.3000000000000003,3.0999999999999996,-0.22499999999999987,1.0,0.0,-1.0,58,70.33,0.0,0.0,1.0,1.0,4.0,0.039635416666666666,3,5,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
FB-00061,42.714285714285715,33.0,11.0,0.75,58.46181818181819,2.93030303030303,167.0,330.0,0.5060606060606061,0.0,3.133333333333333,2.8666666666666667,-0.26666666666666616,0.75,0.75,0.0,68,88.57,0.0,0.0,0.0,0.0,0.0,0.0,4,10+,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
FB-00062,99.42857142857143,83.0,18.0,0.8217821782178217,75.78960396039604,3.13375,274.0,581.0,0.47160068846815834,0.0,3.5666666666666664,3.5,-0.06666666666666643,0.75,0.75,0.0,66,99.85,0.0,0.0,0.0,0.0,0.0,0.0,3,7,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
FB-00063,36.714285714285715,34.0,4.0,0.8947368421052632,73.11947368421052,3.515151515151515,138.0,272.0,0.5073529411764706,0.0,3.3666666666666667,3.3999999999999995,0.03333333333333277,0.75,1.0,0.25,14,84.19,0.0,0.0,1.0,0.0,2.0,0.1071830985915493,4,8,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
FB-00064,34.42857142857143,34.0,2.0,0.9444444444444444,84.29694444444445,3.2852941176470587,138.0,238.0,0.5798319327731093,0.0,3.1333333333333333,3.575,0.4416666666666669,0.75,1.0,0.25,19,93.11,0.0,0.0,3.0,0.0,3.0,0.3407462686567164,2,7,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
FB-00065,4.857142857142857,3.0,3.0,0.5,15.218333333333334,3.233333333333333,9.0,21.0,0.42857142857142855,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,49,60.67,0.0,0.0,0.0,0.0,0.0,0.0,3,7,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
FB-00066,1.5714285714285714,1.0,1.0,0.5,8.19,2.5,4.0,5.0,0.8,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,62,41.98,0.0,0.0,3.0,1.0,5.333333333333333,0.08590780809031046,1,5,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
FB-00067,52.285714285714285,39.0,14.0,0.7358490566037735,67.22924528301887,3.308108108108108,127.0,273.0,0.4652014652014652,0.0,3.525,3.1,-0.4249999999999998,1.0,0.75,-0.25,26,94.01,0.0,0.0,0.0,0.0,0.0,0.0,2,7,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
FB-00068,6.142857142857143,5.0,2.0,0.7142857142857143,68.45,3.1399999999999997,16.0,45.0,0.35555555555555557,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,17,115.25,0.0,0.0,1.0,0.0,3.0,0.06734513274336283,2,9,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
FB-00069,58.0,50.0,9.0,0.847457627118644,35.574576271186444,3.65,148.0,250.0,0.592,0.0,3.5249999999999995,3.55,0.025000000000000355,1.0,1.0,0.0,27,43.38,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
FB-00070,2.857142857142857,2.0,2.0,0.5,43.162499999999994,2.5,4.0,14.0,0.2857142857142857,0.0,3.2499999999999996,3.0999999999999996,-0.22499999999999987,0.0,0.0,0.0,11,98.1,0.0,0.0,0.0,0.0,0.0,0.0,5+,7,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FB-00071,26.857142857142858,22.0,6.0,0.7857142857142857,27.485000000000003,3.175,29.0,66.0,0.4393939393939394,0.0,3.0666666666666664,3.0333333333333337,-0.03333333333333277,0.75,0.75,0.0,45,42.14,0.0,0.0,1.0,1.0,2.0,0.1415813953488372,5+,3,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
FB-00072,16.714285714285715,12.0,5.0,0.7058823529411765,73.85470588235295,3.1636363636363636,32.0,96.0,0.3333333333333333,0.0,3.15,2.6,-0.5499999999999998,1.0,0.25,-0.75,24,114.8,0.0,0.0,0.0,0.0,0.0,0.0,2,8,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
FB-00073,15.0,9.0,7.0,0.5625,18.835,3.5,26.0,54.0,0.48148148148148145,0.0,3.5,3.3499999999999996,-0.15000000000000036,0.25,0.5,0.25,17,35.16,0.0,0.0,0.0,0.0,0.0,0.0,2,6,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
